"filename", "language", "JSON", "HTML", "JavaScript", "CSS", "XML", "JavaScript JSX", "Markdown", "comment", "blank", "total"
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\src\utilities\createTransaction.js", "JavaScript", 0, 0, 29, 0, 0, 0, 0, 0, 2, 31
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\src\utilities\decodeToken.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\src\utilities\fetchData.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 0, 6, 28
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\src\utilities\getBranch.js", "JavaScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\src\utilities\getGeocodeFromAddress.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 1, 20
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\src\utilities\getUser.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 1, 2, 16
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\src\utilities\handleChangeBranch.js", "JavaScript", 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\src\utilities\isSelected.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\src\utilities\isTokenValide.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\src\utilities\logout.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 2, 19
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\src\utilities\modifyReservation.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 38, 0, 38
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\src\utilities\refreshToken.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 2, 20
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\tailwind.config.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 1, 3, 21
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\frontend\vite.config.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 1, 2, 8
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\package-lock.json", "JSON", 4136, 0, 0, 0, 0, 0, 0, 0, 1, 4137
"c:\Users\Mahmu\OneDrive\Desktop\Soen341Project\GazaBrigade-soen341projectW2024\src\package.json", "JSON", 33, 0, 0, 0, 0, 0, 0, 0, 1, 34
"Total", "-", 15193, 159, 2723, 61, 2, 5388, 5, 449, 991, 24971
